id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome
44702;45;services;single;secondary;no;955;no;no;unknown;27;aug;3785;1;-1;0;unknown
44703;20;student;single;primary;no;825;no;no;unknown;28;aug;27;1;-1;0;unknown
44704;30;blue-collar;married;primary;no;124;yes;no;unknown;28;aug;5;1;775;2;other
44705;23;management;single;tertiary;no;377;no;no;unknown;28;aug;7;1;-1;0;unknown
44706;27;student;single;primary;yes;25;no;no;unknown;28;aug;8;1;-1;0;unknown
44707;34;entrepreneur;married;secondary;no;4659;yes;no;unknown;30;aug;28;1;-1;0;unknown
44708;57;retired;married;tertiary;no;1269;no;no;cellular;31;aug;1120;1;-1;0;unknown
44709;36;management;married;tertiary;no;5367;no;no;cellular;31;aug;324;1;455;2;failure
44710;63;admin.;married;secondary;no;0;yes;no;cellular;31;aug;253;5;-1;0;unknown
44711;55;unemployed;married;primary;no;1212;no;no;cellular;31;aug;241;1;92;1;failure
44712;36;admin.;single;tertiary;no;364;no;yes;cellular;31;aug;185;1;123;1;failure
44713;61;housemaid;married;primary;no;211;no;no;cellular;31;aug;443;2;186;3;failure
44714;52;self-employed;married;tertiary;no;4012;no;no;cellular;31;aug;634;3;92;5;other
44715;34;admin.;single;tertiary;no;625;no;yes;unknown;31;aug;34;1;-1;0;unknown
44716;62;unemployed;married;primary;no;532;no;no;cellular;31;aug;298;2;300;1;other
44717;31;technician;single;secondary;no;18;no;no;unknown;31;aug;27;1;-1;0;unknown
44718;60;management;married;tertiary;no;474;no;no;cellular;31;aug;415;5;186;3;other
44719;28;management;single;tertiary;no;1584;yes;no;cellular;1;sep;222;2;-1;0;unknown
44720;69;technician;married;secondary;no;2661;no;no;cellular;1;sep;925;1;187;3;other
44721;36;management;single;tertiary;no;671;yes;no;cellular;1;sep;161;1;457;2;failure
44722;60;management;married;tertiary;no;315;no;no;cellular;1;sep;840;1;183;3;success
44723;32;admin.;married;secondary;no;200;no;no;cellular;1;sep;729;1;29;3;failure
44724;34;management;married;tertiary;no;589;no;no;cellular;1;sep;300;1;44;3;other
44725;34;management;married;tertiary;no;1388;yes;no;cellular;1;sep;222;1;93;4;failure
44726;31;services;single;secondary;no;-205;no;no;cellular;1;sep;481;1;579;1;failure
44727;33;admin.;married;secondary;no;394;yes;no;telephone;1;sep;104;3;-1;0;unknown
44728;38;management;single;tertiary;no;1704;no;no;cellular;1;sep;222;1;-1;0;unknown
44729;28;blue-collar;single;secondary;no;-46;yes;no;cellular;1;sep;199;1;92;14;success
44730;55;admin.;married;secondary;no;8304;no;no;cellular;1;sep;193;1;92;1;success
44731;65;retired;married;primary;no;308;no;no;cellular;1;sep;400;1;-1;0;unknown
44732;22;student;single;secondary;no;552;no;no;cellular;1;sep;327;1;-1;0;unknown
44733;65;retired;divorced;primary;no;1840;no;no;cellular;1;sep;191;2;92;7;failure
44734;77;retired;married;primary;no;1492;no;no;telephone;1;sep;663;1;208;2;other
44735;37;management;married;tertiary;no;1113;no;no;cellular;1;sep;265;2;183;2;success
44736;45;services;divorced;primary;no;523;no;no;telephone;1;sep;380;4;371;4;other
44737;45;technician;married;secondary;no;814;no;no;cellular;1;sep;691;2;-1;0;unknown
44738;65;technician;married;secondary;no;2303;no;no;cellular;1;sep;95;2;-1;0;unknown
44739;29;blue-collar;married;secondary;no;3310;no;no;cellular;1;sep;367;1;91;4;failure
44740;41;technician;married;secondary;no;11;yes;no;telephone;1;sep;150;1;-1;0;unknown
44741;35;management;single;tertiary;no;992;no;yes;cellular;1;sep;238;1;-1;0;unknown
44742;33;admin.;single;tertiary;no;272;yes;no;cellular;1;sep;293;2;92;3;success
44743;75;retired;married;primary;no;1413;no;no;cellular;1;sep;532;2;188;2;success
44744;18;student;single;unknown;no;438;no;no;cellular;1;sep;425;1;-1;0;unknown
44745;59;management;married;tertiary;no;4606;no;no;telephone;1;sep;194;2;189;2;failure
44746;22;services;single;secondary;no;361;no;no;telephone;1;sep;232;1;86;6;failure
44747;30;self-employed;married;tertiary;no;805;yes;no;unknown;1;sep;20;1;478;2;other
44748;28;services;married;secondary;no;4;yes;no;unknown;2;sep;10;1;-1;0;unknown
44749;27;admin.;single;secondary;no;321;no;yes;unknown;2;sep;4;1;-1;0;unknown
44750;32;student;single;secondary;no;5836;no;no;cellular;2;sep;281;2;493;2;failure
44751;48;unknown;single;unknown;no;1819;no;no;cellular;2;sep;1440;1;458;1;failure
44752;33;entrepreneur;single;tertiary;no;1623;yes;no;cellular;2;sep;291;3;-1;0;unknown
44753;53;blue-collar;married;secondary;no;1797;yes;no;cellular;2;sep;128;3;94;5;other
44754;27;technician;single;tertiary;no;1075;no;no;cellular;2;sep;529;2;184;1;success
44755;62;management;married;secondary;no;1128;no;no;cellular;2;sep;236;1;290;3;other
44756;63;unknown;married;secondary;no;367;no;no;telephone;2;sep;173;1;182;7;failure
44757;38;management;married;tertiary;no;630;no;no;cellular;2;sep;362;1;388;3;other
44758;31;management;single;tertiary;no;1675;no;no;cellular;2;sep;114;2;363;1;failure
44759;35;technician;married;secondary;no;294;yes;no;cellular;2;sep;97;6;79;11;failure
44760;37;admin.;single;tertiary;no;635;no;no;cellular;2;sep;238;1;464;2;failure
44761;21;student;single;secondary;no;357;no;no;cellular;2;sep;115;3;-1;0;unknown
44762;22;student;single;unknown;no;549;no;no;cellular;2;sep;154;1;-1;0;unknown
44763;25;student;single;secondary;no;2975;no;no;cellular;2;sep;799;2;-1;0;unknown
44764;41;unemployed;single;tertiary;no;7968;no;no;cellular;2;sep;404;1;184;4;success
44765;25;student;single;secondary;no;154;no;no;cellular;2;sep;382;1;183;3;success
44766;25;technician;single;secondary;no;1298;no;no;cellular;2;sep;206;7;94;2;other
44767;48;management;married;tertiary;no;1204;no;no;cellular;3;sep;116;2;760;1;other
44768;32;services;single;tertiary;no;620;no;no;cellular;3;sep;110;6;95;5;other
44769;88;retired;married;primary;no;648;no;no;telephone;3;sep;318;1;-1;0;unknown
44770;27;student;single;tertiary;no;5169;yes;no;cellular;3;sep;431;1;466;3;success
44771;32;management;married;tertiary;no;6138;no;no;cellular;3;sep;251;3;36;11;success
44772;40;technician;married;tertiary;no;2627;yes;no;cellular;3;sep;240;3;-1;0;unknown
44773;49;admin.;single;tertiary;no;228;yes;no;cellular;3;sep;252;2;93;2;success
44774;39;services;single;secondary;no;91;no;no;cellular;3;sep;213;1;185;1;success
44775;35;admin.;married;secondary;no;1204;no;no;cellular;3;sep;789;2;-1;0;unknown
44776;57;retired;married;primary;no;1947;no;no;cellular;3;sep;126;1;185;7;success
44777;70;retired;divorced;secondary;no;6850;no;no;telephone;3;sep;228;1;182;4;failure
44778;60;admin.;married;secondary;no;12980;no;no;cellular;3;sep;177;2;182;1;success
44779;43;technician;married;secondary;no;4945;yes;no;cellular;3;sep;219;3;185;2;success
44780;27;self-employed;single;tertiary;no;560;no;no;telephone;3;sep;543;9;465;2;failure
44781;55;unknown;married;primary;no;159;no;no;unknown;4;sep;15;1;-1;0;unknown
44782;41;housemaid;married;primary;no;379;no;yes;unknown;4;sep;9;1;-1;0;unknown
44783;32;technician;single;secondary;no;260;yes;no;unknown;5;sep;13;1;656;7;other
44784;22;student;single;secondary;no;249;no;no;unknown;5;sep;11;1;-1;0;unknown
44785;51;technician;married;secondary;no;980;no;no;cellular;6;sep;114;2;-1;0;unknown
44786;38;management;single;tertiary;no;1027;yes;no;cellular;6;sep;387;2;188;3;success
44787;52;management;married;unknown;no;1708;no;no;unknown;6;sep;310;1;75;4;failure
44788;83;housemaid;married;primary;no;2140;no;no;cellular;6;sep;109;3;276;8;other
44789;48;management;married;tertiary;no;0;yes;no;cellular;6;sep;194;2;125;6;failure
44790;29;unemployed;single;unknown;no;1584;no;no;cellular;6;sep;245;1;-1;0;unknown
44791;32;entrepreneur;married;secondary;no;390;no;no;cellular;6;sep;440;1;280;1;failure
44792;43;admin.;single;secondary;no;1707;yes;no;cellular;6;sep;369;3;504;5;other
44793;39;admin.;married;secondary;no;179;no;no;unknown;6;sep;36;1;-1;0;unknown
44794;65;admin.;married;secondary;no;952;no;no;cellular;6;sep;255;1;96;1;success
44795;72;retired;married;secondary;no;1978;no;no;cellular;6;sep;312;1;-1;0;unknown
44796;61;admin.;divorced;secondary;no;4519;no;no;cellular;6;sep;145;1;391;11;other
44797;33;blue-collar;single;secondary;no;329;no;no;cellular;6;sep;224;1;145;2;other
44798;34;technician;married;secondary;no;384;yes;no;cellular;6;sep;127;2;831;1;other
44799;33;technician;married;tertiary;no;1126;yes;no;unknown;6;sep;11;1;490;5;other
44800;34;admin.;married;tertiary;no;1636;yes;yes;cellular;6;sep;136;1;521;2;failure
44801;84;retired;divorced;primary;no;1680;no;no;telephone;6;sep;113;5;97;3;other
44802;26;technician;single;secondary;no;1105;yes;no;cellular;6;sep;415;1;297;3;other
44803;37;services;married;secondary;no;52;yes;no;cellular;6;sep;908;1;185;9;success
44804;52;management;married;tertiary;no;2635;no;no;cellular;6;sep;313;1;108;8;success
44805;38;entrepreneur;married;tertiary;no;1649;no;yes;cellular;6;sep;218;2;432;3;success
44806;33;admin.;married;secondary;no;616;no;no;unknown;6;sep;35;1;-1;0;unknown
44807;33;admin.;married;secondary;no;616;no;no;cellular;6;sep;250;3;-1;0;unknown
44808;32;technician;single;secondary;no;1089;no;no;cellular;6;sep;125;2;-1;0;unknown
44809;38;management;married;tertiary;no;14352;no;no;unknown;6;sep;8;1;-1;0;unknown
44810;26;admin.;single;tertiary;no;760;yes;no;cellular;6;sep;164;2;186;7;success
44811;53;admin.;married;secondary;no;0;no;no;telephone;6;sep;353;1;655;5;failure
44812;34;unemployed;single;unknown;no;517;no;no;cellular;6;sep;791;3;-1;0;unknown
44813;27;management;single;tertiary;no;592;no;no;cellular;7;sep;667;1;221;3;failure
44814;45;unknown;married;tertiary;no;406;no;no;cellular;7;sep;314;1;-1;0;unknown
44815;27;services;single;secondary;no;44;no;no;unknown;7;sep;11;1;-1;0;unknown
44816;65;retired;married;secondary;no;1220;no;no;cellular;7;sep;127;1;186;2;failure
44817;37;management;married;tertiary;no;6771;no;no;cellular;7;sep;337;1;186;1;success
44818;31;technician;married;tertiary;no;3192;yes;no;cellular;7;sep;179;1;186;2;failure
44819;28;management;single;tertiary;no;890;yes;no;cellular;7;sep;201;1;-1;0;unknown
44820;36;admin.;married;secondary;no;194;yes;yes;cellular;7;sep;120;3;-1;0;unknown
44821;26;unemployed;single;secondary;no;4;no;no;unknown;7;sep;8;1;-1;0;unknown
44822;43;management;divorced;tertiary;no;2251;no;no;cellular;7;sep;332;5;-1;0;unknown
44823;61;retired;married;primary;no;56;no;no;cellular;7;sep;288;3;-1;0;unknown
44824;32;blue-collar;married;primary;no;1644;no;no;cellular;7;sep;492;3;102;5;other
44825;51;management;single;tertiary;no;151;yes;no;cellular;8;sep;638;1;427;3;success
44826;38;admin.;married;secondary;no;0;yes;no;cellular;8;sep;210;1;92;3;success
44827;31;technician;married;tertiary;no;1570;yes;no;cellular;8;sep;213;4;184;5;success
44828;46;admin.;married;secondary;no;0;yes;no;cellular;8;sep;149;2;187;1;failure
44829;34;management;divorced;tertiary;no;2240;no;no;cellular;8;sep;220;2;184;3;success
44830;52;management;married;tertiary;no;994;no;no;cellular;8;sep;127;1;370;4;failure
44831;60;unemployed;married;secondary;no;957;no;no;cellular;8;sep;246;1;184;3;success
44832;23;student;single;tertiary;no;508;no;no;cellular;8;sep;210;1;92;1;failure
44833;24;student;single;secondary;no;689;no;no;cellular;8;sep;630;1;-1;0;unknown
44834;77;retired;married;primary;no;1385;no;no;telephone;8;sep;160;4;-1;0;unknown
44835;36;management;married;tertiary;no;2161;no;no;cellular;8;sep;708;2;183;5;success
44836;37;blue-collar;single;secondary;no;292;no;no;unknown;8;sep;9;1;-1;0;unknown
44837;46;student;single;unknown;no;1527;no;no;cellular;8;sep;358;3;184;1;success
44838;80;retired;married;secondary;no;8304;no;no;telephone;8;sep;606;3;91;13;success
44839;37;management;single;tertiary;no;698;no;no;cellular;8;sep;1081;2;-1;0;unknown
44840;25;student;single;tertiary;no;20;no;no;cellular;8;sep;127;2;-1;0;unknown
44841;33;blue-collar;married;secondary;no;983;no;no;unknown;8;sep;9;1;-1;0;unknown
44842;64;unknown;married;unknown;no;2799;no;no;telephone;9;sep;378;4;-1;0;unknown
44843;45;management;married;tertiary;no;623;no;no;cellular;9;sep;405;3;-1;0;unknown
44844;39;management;married;tertiary;no;494;no;no;cellular;9;sep;216;1;183;5;success
44845;62;retired;married;secondary;no;2801;yes;yes;cellular;9;sep;261;1;183;1;success
44846;84;retired;married;tertiary;no;4761;no;no;telephone;9;sep;1405;1;92;3;failure
44847;24;student;single;tertiary;no;834;no;no;cellular;9;sep;679;1;-1;0;unknown
44848;37;unemployed;married;secondary;no;1978;no;no;cellular;9;sep;404;1;182;1;success
44849;24;student;single;secondary;no;139;no;no;cellular;9;sep;430;4;-1;0;unknown
44850;28;management;married;tertiary;no;12;yes;no;cellular;9;sep;202;1;-1;0;unknown
44851;31;management;married;tertiary;no;877;no;no;cellular;9;sep;209;1;92;8;success
44852;75;retired;divorced;primary;no;1926;no;no;cellular;9;sep;761;1;93;5;other
44853;40;management;married;tertiary;no;4675;no;no;cellular;9;sep;263;1;-1;0;unknown
44854;33;unemployed;single;secondary;no;2066;no;yes;cellular;9;sep;305;1;749;2;failure
44855;33;admin.;single;secondary;no;555;yes;no;cellular;9;sep;204;1;365;1;success
44856;64;retired;married;primary;no;48;no;no;cellular;9;sep;167;3;92;1;success
44857;48;technician;married;primary;no;235;no;no;cellular;9;sep;386;2;191;3;success
44858;28;admin.;married;secondary;no;1595;no;no;unknown;9;sep;1;1;254;4;success
44859;28;admin.;married;secondary;no;1595;no;no;cellular;9;sep;268;1;254;4;success
44860;28;student;single;tertiary;no;5741;no;no;cellular;10;sep;1042;5;200;3;failure
44861;65;unemployed;divorced;secondary;no;588;no;no;cellular;10;sep;110;4;186;1;success
44862;69;retired;married;unknown;no;426;no;no;telephone;10;sep;211;2;185;2;success
44863;28;management;single;tertiary;no;187;no;no;cellular;10;sep;255;1;93;2;success
44864;39;technician;single;secondary;no;300;no;no;cellular;10;sep;315;6;394;1;failure
44865;24;admin.;single;secondary;no;166;no;no;cellular;10;sep;256;2;-1;0;unknown
44866;51;housemaid;divorced;primary;no;127;no;no;unknown;13;sep;69;1;-1;0;unknown
44867;83;retired;divorced;primary;no;4565;no;no;cellular;13;sep;175;2;-1;0;unknown
44868;39;management;married;tertiary;no;562;no;no;cellular;13;sep;303;2;-1;0;unknown
44869;52;unemployed;married;secondary;no;1416;no;no;cellular;13;sep;218;3;187;3;success
44870;37;services;single;tertiary;no;1189;no;no;cellular;13;sep;323;9;199;4;other
44871;47;technician;married;secondary;no;1740;yes;no;cellular;13;sep;502;1;490;1;failure
44872;25;student;single;secondary;no;486;no;no;cellular;13;sep;273;3;199;4;failure
44873;31;management;single;tertiary;no;147;no;no;cellular;13;sep;81;3;96;5;success
44874;33;services;married;secondary;no;2368;no;no;unknown;13;sep;5;1;-1;0;unknown
44875;30;technician;single;secondary;no;167;no;no;unknown;14;sep;9;1;-1;0;unknown
44876;22;student;single;secondary;no;224;no;no;unknown;14;sep;5;1;-1;0;unknown
44877;62;admin.;married;secondary;no;4608;no;no;cellular;14;sep;706;1;186;1;success
44878;58;management;married;tertiary;no;0;no;no;cellular;14;sep;358;2;-1;0;unknown
44879;67;retired;married;unknown;no;2540;no;no;telephone;14;sep;279;3;92;9;success
44880;72;admin.;married;primary;no;2321;no;no;cellular;14;sep;221;2;64;12;failure
44881;62;retired;married;tertiary;no;2557;yes;no;cellular;14;sep;211;1;216;7;success
44882;42;management;single;secondary;no;900;yes;no;unknown;14;sep;6;1;524;7;other
44883;41;admin.;married;secondary;no;3138;no;no;cellular;14;sep;409;1;398;1;failure
44884;28;management;single;tertiary;no;1720;no;no;cellular;14;sep;230;1;91;4;success
44885;43;blue-collar;married;secondary;no;408;yes;no;unknown;14;sep;6;1;838;3;other
44886;68;retired;divorced;primary;no;2027;no;no;cellular;14;sep;404;2;91;4;success
44887;30;management;single;tertiary;no;13774;no;no;cellular;14;sep;380;1;-1;0;unknown
44888;75;retired;married;primary;no;1765;no;no;telephone;14;sep;808;1;187;4;failure
44889;24;student;single;unknown;no;358;no;no;cellular;14;sep;407;2;92;2;success
44890;21;student;single;unknown;no;1506;no;no;cellular;14;sep;340;1;-1;0;unknown
44891;74;retired;married;tertiary;no;1843;no;no;cellular;15;sep;251;2;184;3;success
44892;40;entrepreneur;married;tertiary;no;3585;no;no;cellular;15;sep;506;3;-1;0;unknown
44893;35;blue-collar;married;secondary;no;262;no;no;cellular;15;sep;331;1;75;6;failure
44894;88;retired;married;secondary;no;433;no;no;telephone;15;sep;161;1;274;1;failure
44895;49;management;married;tertiary;no;1093;yes;yes;cellular;15;sep;316;1;246;4;success
44896;39;management;married;unknown;no;76;no;no;cellular;15;sep;200;1;183;1;success
44897;63;admin.;divorced;secondary;no;4680;no;no;cellular;15;sep;953;2;-1;0;unknown
44898;38;management;married;tertiary;no;1477;no;no;cellular;15;sep;385;3;769;2;failure
44899;43;blue-collar;married;primary;no;445;yes;no;unknown;15;sep;173;1;-1;0;unknown
44900;72;retired;married;tertiary;no;3561;no;no;telephone;15;sep;511;3;184;7;success
44901;24;student;single;secondary;no;8165;no;no;cellular;15;sep;216;1;-1;0;unknown
44902;31;management;single;tertiary;no;3340;no;no;cellular;15;sep;213;2;469;3;success
44903;30;technician;single;tertiary;no;0;no;no;cellular;15;sep;214;2;-1;0;unknown
44904;32;student;single;unknown;no;0;no;no;unknown;15;sep;7;1;-1;0;unknown
44905;24;unemployed;single;secondary;no;119;no;no;unknown;15;sep;51;1;-1;0;unknown
44906;74;retired;divorced;primary;no;2308;no;no;telephone;16;sep;251;2;535;2;success
44907;33;blue-collar;single;primary;no;611;no;no;telephone;16;sep;390;2;-1;0;unknown
44908;36;technician;married;tertiary;no;376;no;no;cellular;16;sep;173;1;-1;0;unknown
44909;49;technician;married;tertiary;no;1071;no;no;cellular;16;sep;225;1;91;1;success
44910;29;management;married;tertiary;no;247;no;no;cellular;16;sep;143;2;587;3;failure
44911;39;admin.;divorced;secondary;no;112;no;no;cellular;16;sep;574;3;-1;0;unknown
44912;75;retired;divorced;primary;no;852;no;no;cellular;16;sep;228;1;185;1;failure
44913;78;retired;divorced;primary;no;527;no;no;cellular;16;sep;193;1;-1;0;unknown
44914;61;housemaid;married;primary;no;2580;no;no;cellular;16;sep;270;3;202;7;other
44915;60;retired;married;secondary;no;975;no;no;cellular;16;sep;303;1;792;1;failure
44916;35;management;married;unknown;no;2326;yes;yes;cellular;16;sep;319;1;-1;0;unknown
44917;26;student;single;secondary;no;655;no;no;cellular;16;sep;190;1;-1;0;unknown
44918;37;admin.;married;secondary;no;529;yes;no;cellular;16;sep;234;1;149;2;other
44919;58;management;divorced;unknown;no;2986;no;no;cellular;16;sep;414;1;91;5;other
44920;23;self-employed;single;tertiary;no;780;no;no;cellular;16;sep;393;1;183;3;success
44921;67;retired;married;secondary;no;2048;no;no;cellular;16;sep;452;5;195;4;other
44922;27;blue-collar;married;secondary;no;821;yes;yes;unknown;16;sep;23;1;778;41;other
44923;20;student;single;unknown;no;2785;no;no;cellular;16;sep;327;2;-1;0;unknown
44924;28;admin.;single;secondary;no;127;no;no;cellular;16;sep;1334;2;-1;0;unknown
44925;66;retired;married;primary;no;388;no;no;cellular;17;sep;152;2;-1;0;unknown
44926;41;management;married;tertiary;no;0;no;no;cellular;17;sep;294;4;63;11;other
44927;31;student;single;tertiary;no;4951;no;no;cellular;17;sep;285;3;81;3;failure
44928;34;management;married;tertiary;no;3301;yes;no;cellular;17;sep;164;5;92;6;success
44929;37;management;divorced;tertiary;no;488;yes;no;cellular;17;sep;328;1;854;2;failure
44930;81;retired;married;primary;no;1154;no;no;telephone;17;sep;231;1;-1;0;unknown
44931;46;management;divorced;tertiary;no;624;no;no;cellular;17;sep;336;2;183;2;success
44932;28;admin.;married;secondary;no;242;yes;no;unknown;17;sep;47;1;779;12;failure
44933;33;blue-collar;married;secondary;no;889;yes;no;unknown;18;sep;13;1;373;6;success
44934;37;management;married;tertiary;no;257;no;no;unknown;20;sep;11;1;-1;0;unknown
44935;46;services;married;primary;no;4343;yes;no;unknown;20;sep;185;1;-1;0;unknown
44936;33;blue-collar;married;primary;no;-195;no;no;unknown;20;sep;9;1;-1;0;unknown
44937;35;management;single;tertiary;no;151;no;no;unknown;20;sep;11;1;850;2;failure
44938;32;blue-collar;single;secondary;no;427;no;no;unknown;20;sep;11;1;-1;0;unknown
44939;26;management;single;tertiary;no;1;no;no;unknown;21;sep;6;1;-1;0;unknown
44940;35;management;single;tertiary;no;1120;no;no;unknown;21;sep;4;1;771;2;success
44941;35;student;single;secondary;no;278;no;no;unknown;21;sep;84;1;-1;0;unknown
44942;31;student;single;secondary;no;0;no;no;cellular;22;sep;173;1;-1;0;unknown
44943;44;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;263;1;184;6;success
44944;23;technician;single;secondary;no;283;yes;no;cellular;22;sep;175;1;184;2;success
44945;40;entrepreneur;married;secondary;no;6403;no;no;cellular;22;sep;208;2;-1;0;unknown
44946;41;technician;married;secondary;no;1819;no;no;cellular;22;sep;397;1;371;3;failure
44947;27;management;married;tertiary;no;802;no;no;cellular;22;sep;569;1;-1;0;unknown
44948;45;admin.;single;secondary;no;375;no;yes;unknown;22;sep;10;1;594;6;failure
44949;70;retired;married;primary;no;3782;no;no;cellular;22;sep;704;2;190;1;failure
44950;36;management;single;tertiary;no;5958;yes;no;cellular;22;sep;155;1;184;1;success
44951;60;admin.;married;secondary;no;3735;no;no;cellular;22;sep;183;1;184;11;success
44952;55;management;married;secondary;no;2693;no;no;cellular;22;sep;182;1;184;7;success
44953;58;technician;married;secondary;no;99;no;no;telephone;22;sep;396;2;-1;0;unknown
44954;55;management;divorced;tertiary;no;7010;no;no;cellular;22;sep;155;1;195;2;failure
44955;43;unemployed;married;secondary;no;0;yes;yes;cellular;23;sep;183;2;184;13;failure
44956;26;management;single;tertiary;no;1027;no;no;cellular;23;sep;744;1;-1;0;unknown
44957;25;management;single;tertiary;no;3902;no;no;cellular;23;sep;856;1;-1;0;unknown
44958;31;housemaid;married;secondary;no;243;yes;no;cellular;23;sep;305;2;842;1;failure
44959;55;admin.;married;secondary;no;0;no;no;cellular;23;sep;180;2;238;3;success
44960;33;management;married;tertiary;no;289;no;no;cellular;23;sep;333;1;-1;0;unknown
44961;55;management;divorced;tertiary;no;26306;yes;no;cellular;23;sep;84;1;589;4;failure
44962;54;services;single;secondary;no;0;no;no;cellular;23;sep;209;1;-1;0;unknown
44963;33;management;single;tertiary;no;224;no;no;cellular;23;sep;409;2;92;4;success
44964;46;management;married;tertiary;no;7485;no;no;cellular;23;sep;145;1;779;2;failure
44965;29;unemployed;single;secondary;no;1055;no;no;cellular;23;sep;427;1;603;1;failure
44966;28;admin.;single;tertiary;no;313;no;yes;cellular;23;sep;124;1;59;6;failure
44967;36;admin.;single;secondary;no;60;yes;no;cellular;23;sep;156;2;-1;0;unknown
44968;31;management;single;tertiary;no;2590;no;no;cellular;23;sep;103;2;484;2;other
44969;59;management;married;tertiary;no;5397;no;no;cellular;23;sep;244;1;92;3;success
44970;20;student;single;unknown;no;179;no;no;cellular;23;sep;317;1;182;6;failure
44971;37;blue-collar;single;unknown;no;217;no;no;cellular;23;sep;272;2;-1;0;unknown
44972;30;technician;single;secondary;no;1532;no;no;cellular;23;sep;447;1;489;6;failure
44973;35;technician;married;tertiary;no;0;yes;yes;cellular;23;sep;112;1;62;6;other
44974;36;unemployed;married;secondary;no;17458;no;no;cellular;23;sep;390;2;-1;0;unknown
44975;82;retired;divorced;primary;no;928;no;no;telephone;23;sep;217;2;188;3;other
44976;34;management;married;tertiary;no;937;no;no;cellular;23;sep;405;1;391;3;failure
44977;28;management;single;tertiary;no;6551;no;no;cellular;23;sep;203;1;-1;0;unknown
44978;31;blue-collar;married;secondary;no;812;yes;no;cellular;23;sep;245;1;-1;0;unknown
44979;30;self-employed;single;tertiary;no;655;no;no;cellular;23;sep;272;4;184;1;success
44980;38;management;married;tertiary;no;845;no;no;cellular;23;sep;134;1;-1;0;unknown
44981;35;admin.;single;secondary;no;303;no;no;cellular;24;sep;173;2;190;10;other
44982;39;admin.;married;tertiary;no;1322;yes;no;cellular;24;sep;157;3;486;1;other
44983;36;self-employed;married;tertiary;no;980;no;no;cellular;24;sep;349;2;53;8;failure
44984;40;management;single;tertiary;no;3840;yes;no;cellular;24;sep;232;2;409;2;success
44985;32;blue-collar;single;secondary;no;2093;no;no;cellular;24;sep;224;2;444;1;failure
44986;38;management;married;tertiary;no;0;no;no;cellular;24;sep;246;12;197;6;failure
44987;49;management;married;tertiary;no;1167;yes;yes;cellular;24;sep;249;1;91;14;success
44988;50;services;married;secondary;no;2376;yes;no;cellular;24;sep;395;1;-1;0;unknown
44989;29;unemployed;single;secondary;no;670;yes;no;unknown;26;sep;6;1;-1;0;unknown
44990;36;unemployed;married;secondary;no;923;no;no;unknown;27;sep;6;1;-1;0;unknown
44991;55;services;divorced;secondary;no;0;no;no;cellular;27;sep;262;6;193;4;success
44992;89;retired;married;primary;no;0;no;no;telephone;27;sep;157;5;-1;0;unknown
44993;81;retired;divorced;primary;no;949;no;no;cellular;27;sep;188;2;280;1;other
44994;72;retired;married;primary;no;4657;no;no;cellular;27;sep;132;4;94;16;other
44995;34;management;married;tertiary;no;812;no;no;cellular;27;sep;156;2;279;1;failure
44996;23;student;single;secondary;no;1062;no;no;telephone;27;sep;379;3;-1;0;unknown
44997;31;technician;married;tertiary;no;3338;yes;no;cellular;27;sep;162;2;95;4;failure
44998;24;management;single;tertiary;no;393;no;no;cellular;27;sep;1298;1;-1;0;unknown
44999;77;retired;married;tertiary;no;0;no;no;cellular;27;sep;990;4;-1;0;unknown
45000;28;admin.;single;unknown;no;174;no;no;cellular;28;sep;184;1;-1;0;unknown
45001;34;admin.;single;secondary;no;43;yes;no;unknown;28;sep;6;1;-1;0;unknown
45002;69;admin.;married;secondary;no;813;no;no;telephone;28;sep;237;2;-1;0;unknown
45003;38;services;married;secondary;no;2678;no;no;cellular;28;sep;282;2;187;1;success
45004;48;management;single;tertiary;no;334;yes;no;cellular;28;sep;600;2;92;12;success
45005;35;management;married;secondary;no;683;no;no;unknown;29;sep;13;1;-1;0;unknown
45006;32;management;single;tertiary;no;414;no;no;unknown;29;sep;21;1;680;5;failure
45007;31;management;married;unknown;no;385;no;no;cellular;29;sep;242;2;491;4;failure
45008;48;management;divorced;tertiary;no;-130;yes;no;cellular;29;sep;110;2;61;9;failure
45009;39;technician;married;tertiary;no;386;no;no;cellular;29;sep;201;2;-1;0;unknown
45010;61;retired;married;secondary;no;11;no;no;cellular;29;sep;232;1;92;3;success
45011;67;retired;married;primary;no;4416;no;no;cellular;29;sep;245;3;-1;0;unknown
45012;28;management;single;tertiary;no;390;no;no;cellular;29;sep;845;1;232;4;success
45013;29;services;single;secondary;no;1934;no;no;cellular;29;sep;271;1;-1;0;unknown
45014;43;blue-collar;married;secondary;no;625;yes;no;unknown;30;sep;175;1;-1;0;unknown
45015;27;management;single;tertiary;no;1377;no;no;unknown;30;sep;6;1;-1;0;unknown
45016;34;technician;single;secondary;no;3311;no;no;cellular;1;oct;197;2;-1;0;unknown
45017;60;admin.;married;secondary;no;4348;yes;no;cellular;1;oct;131;2;98;12;other
45018;35;admin.;married;tertiary;no;318;yes;yes;cellular;1;oct;142;1;-1;0;unknown
45019;37;blue-collar;married;unknown;no;444;no;no;cellular;1;oct;143;1;94;9;other
